Dato,Klokkeslett,Sted,Latitude,Longitude,Antall_ledige_plasser
27.10.2020,20:06,Jernbanen,58.966341,5.732047,315
27.10.2020,20:06,Valberget,58.9721884,5.7299647,42
27.10.2020,20:06,Posten,58.969721,5.729923,112
27.10.2020,20:06,Jorenholmen,58.971964,5.736688,389
27.10.2020,20:06,St Olav,58.966764,5.730807,347
27.10.2020,20:06,Siddis,58.954126,5.694017,280
27.10.2020,20:06,Forum,58.9523279,5.7046637,332
27.10.2020,20:06,Kyrre,58.969491,5.726946,161
27.10.2020,20:06,Parketten,58.975601,5.721537,420
27.10.2020,20:10,Jernbanen,58.966341,5.732047,315
27.10.2020,20:10,Valberget,58.9721884,5.7299647,42
27.10.2020,20:10,Posten,58.969721,5.729923,111
27.10.2020,20:10,Jorenholmen,58.971964,5.736688,388
27.10.2020,20:10,St Olav,58.966764,5.730807,346
27.10.2020,20:10,Siddis,58.954126,5.694017,280
27.10.2020,20:10,Forum,58.9523279,5.7046637,333
27.10.2020,20:10,Kyrre,58.969491,5.726946,160
27.10.2020,20:10,Parketten,58.975601,5.721537,420
27.10.2020,20:14,Jernbanen,58.966341,5.732047,315
27.10.2020,20:14,Valberget,58.9721884,5.7299647,43
27.10.2020,20:14,Posten,58.969721,5.729923,112
27.10.2020,20:14,Jorenholmen,58.971964,5.736688,390
27.10.2020,20:14,St Olav,58.966764,5.730807,347
27.10.2020,20:14,Siddis,58.954126,5.694017,280
27.10.2020,20:14,Forum,58.9523279,5.7046637,333
27.10.2020,20:14,Kyrre,58.969491,5.726946,159
27.10.2020,20:14,Parketten,58.975601,5.721537,421
27.10.2020,20:18,Jernbanen,58.966341,5.732047,317
27.10.2020,20:18,Valberget,58.9721884,5.7299647,44
27.10.2020,20:18,Posten,58.969721,5.729923,113
27.10.2020,20:18,Jorenholmen,58.971964,5.736688,394
27.10.2020,20:18,St Olav,58.966764,5.730807,346
27.10.2020,20:18,Siddis,58.954126,5.694017,280
27.10.2020,20:18,Forum,58.9523279,5.7046637,335
27.10.2020,20:18,Kyrre,58.969491,5.726946,162
27.10.2020,20:18,Parketten,58.975601,5.721537,421
27.10.2020,20:22,Jernbanen,58.966341,5.732047,318
27.10.2020,20:22,Valberget,58.9721884,5.7299647,44
27.10.2020,20:22,Posten,58.969721,5.729923,115
27.10.2020,20:22,Jorenholmen,58.971964,5.736688,395
27.10.2020,20:22,St Olav,58.966764,5.730807,346
27.10.2020,20:22,Siddis,58.954126,5.694017,280
27.10.2020,20:22,Forum,58.9523279,5.7046637,336
27.10.2020,20:22,Kyrre,58.969491,5.726946,161
27.10.2020,20:22,Parketten,58.975601,5.721537,421
27.10.2020,20:26,Jernbanen,58.966341,5.732047,317
27.10.2020,20:26,Valberget,58.9721884,5.7299647,47
27.10.2020,20:26,Posten,58.969721,5.729923,117
27.10.2020,20:26,Jorenholmen,58.971964,5.736688,397
27.10.2020,20:26,St Olav,58.966764,5.730807,347
27.10.2020,20:26,Siddis,58.954126,5.694017,280
27.10.2020,20:26,Forum,58.9523279,5.7046637,335
27.10.2020,20:26,Kyrre,58.969491,5.726946,162
27.10.2020,20:26,Parketten,58.975601,5.721537,421
27.10.2020,20:30,Jernbanen,58.966341,5.732047,318
27.10.2020,20:30,Valberget,58.9721884,5.7299647,47
27.10.2020,20:30,Posten,58.969721,5.729923,118
27.10.2020,20:30,Jorenholmen,58.971964,5.736688,400
27.10.2020,20:30,St Olav,58.966764,5.730807,348
27.10.2020,20:30,Siddis,58.954126,5.694017,280
27.10.2020,20:30,Forum,58.9523279,5.7046637,334
27.10.2020,20:30,Kyrre,58.969491,5.726946,162
27.10.2020,20:30,Parketten,58.975601,5.721537,423
27.10.2020,20:34,Jernbanen,58.966341,5.732047,320
27.10.2020,20:34,Valberget,58.9721884,5.7299647,50
27.10.2020,20:34,Posten,58.969721,5.729923,117
27.10.2020,20:34,Jorenholmen,58.971964,5.736688,400
27.10.2020,20:34,St Olav,58.966764,5.730807,348
27.10.2020,20:34,Siddis,58.954126,5.694017,280
27.10.2020,20:34,Forum,58.9523279,5.7046637,334
27.10.2020,20:34,Kyrre,58.969491,5.726946,161
27.10.2020,20:34,Parketten,58.975601,5.721537,423
27.10.2020,20:38,Jernbanen,58.966341,5.732047,327
27.10.2020,20:38,Valberget,58.9721884,5.7299647,53
27.10.2020,20:38,Posten,58.969721,5.729923,117
27.10.2020,20:38,Jorenholmen,58.971964,5.736688,403
27.10.2020,20:38,St Olav,58.966764,5.730807,350
27.10.2020,20:38,Siddis,58.954126,5.694017,280
27.10.2020,20:38,Forum,58.9523279,5.7046637,333
27.10.2020,20:38,Kyrre,58.969491,5.726946,162
27.10.2020,20:38,Parketten,58.975601,5.721537,424
27.10.2020,20:42,Jernbanen,58.966341,5.732047,328
27.10.2020,20:42,Valberget,58.9721884,5.7299647,56
27.10.2020,20:42,Posten,58.969721,5.729923,117
27.10.2020,20:42,Jorenholmen,58.971964,5.736688,402
27.10.2020,20:42,St Olav,58.966764,5.730807,350
27.10.2020,20:42,Siddis,58.954126,5.694017,280
27.10.2020,20:42,Forum,58.9523279,5.7046637,333
27.10.2020,20:42,Kyrre,58.969491,5.726946,162
27.10.2020,20:42,Parketten,58.975601,5.721537,424
27.10.2020,20:46,Jernbanen,58.966341,5.732047,326
27.10.2020,20:46,Valberget,58.9721884,5.7299647,59
27.10.2020,20:46,Posten,58.969721,5.729923,119
27.10.2020,20:46,Jorenholmen,58.971964,5.736688,403
27.10.2020,20:46,St Olav,58.966764,5.730807,349
27.10.2020,20:46,Siddis,58.954126,5.694017,280
27.10.2020,20:46,Forum,58.9523279,5.7046637,333
27.10.2020,20:46,Kyrre,58.969491,5.726946,162
27.10.2020,20:46,Parketten,58.975601,5.721537,425
27.10.2020,20:50,Jernbanen,58.966341,5.732047,327
27.10.2020,20:50,Valberget,58.9721884,5.7299647,58
27.10.2020,20:50,Posten,58.969721,5.729923,120
27.10.2020,20:50,Jorenholmen,58.971964,5.736688,403
27.10.2020,20:50,St Olav,58.966764,5.730807,349
27.10.2020,20:50,Siddis,58.954126,5.694017,280
27.10.2020,20:50,Forum,58.9523279,5.7046637,336
27.10.2020,20:50,Kyrre,58.969491,5.726946,162
27.10.2020,20:50,Parketten,58.975601,5.721537,428
27.10.2020,20:54,Jernbanen,58.966341,5.732047,329
27.10.2020,20:54,Valberget,58.9721884,5.7299647,69
27.10.2020,20:54,Posten,58.969721,5.729923,120
27.10.2020,20:54,Jorenholmen,58.971964,5.736688,409
27.10.2020,20:54,St Olav,58.966764,5.730807,349
27.10.2020,20:54,Siddis,58.954126,5.694017,280
27.10.2020,20:54,Forum,58.9523279,5.7046637,336
27.10.2020,20:54,Kyrre,58.969491,5.726946,162
27.10.2020,20:54,Parketten,58.975601,5.721537,429
27.10.2020,20:58,Jernbanen,58.966341,5.732047,331
27.10.2020,20:58,Valberget,58.9721884,5.7299647,70
27.10.2020,20:58,Posten,58.969721,5.729923,123
27.10.2020,20:58,Jorenholmen,58.971964,5.736688,410
27.10.2020,20:58,St Olav,58.966764,5.730807,350
27.10.2020,20:58,Siddis,58.954126,5.694017,280
27.10.2020,20:58,Forum,58.9523279,5.7046637,336
27.10.2020,20:58,Kyrre,58.969491,5.726946,162
27.10.2020,20:58,Parketten,58.975601,5.721537,429
